item_id,citation_id,source_title,snippet,supports_answer
Q0065,Q0065_E3,Physics Misconception Watchlist,A common misconception for 'Unit of electric current (variant 5)?' is choosing 'Volt' incorrectly.,Ampere
Q0066,Q0066_E1,Physics Essentials,"For the question 'What is the SI unit of force (variant 6)?', the supported answer is 'Newton'.",Newton
Q0066,Q0066_E2,Physics Reference Notes,The key concept related to 'What is the SI unit of force (variant 6)?' should be checked carefully against authoritative instructional material.,Newton
Q0066,Q0066_E3,Physics Misconception Watchlist,A common misconception for 'What is the SI unit of force (variant 6)?' is choosing 'Joule' incorrectly.,Newton
Q0067,Q0067_E1,Physics Essentials,"For the question 'What is the speed of light in vacuum (variant 6)?', the supported answer is '3×10^8 m/s'.",3×10^8 m/s
Q0067,Q0067_E2,Physics Reference Notes,The key concept related to 'What is the speed of light in vacuum (variant 6)?' should be checked carefully against authoritative instructional material.,3×10^8 m/s
Q0067,Q0067_E3,Physics Misconception Watchlist,A common misconception for 'What is the speed of light in vacuum (variant 6)?' is choosing '3×10^6 m/s' incorrectly.,3×10^8 m/s
Q0068,Q0068_E1,Physics Essentials,"For the question 'Ohm's law is expressed as (variant 6)?', the supported answer is 'V=IR'.",V=IR
Q0068,Q0068_E2,Physics Reference Notes,The key concept related to 'Ohm's law is expressed as (variant 6)?' should be checked carefully against authoritative instructional material.,V=IR
Q0068,Q0068_E3,Physics Misconception Watchlist,A common misconception for 'Ohm's law is expressed as (variant 6)?' is choosing 'P=IV' incorrectly.,V=IR
Q0069,Q0069_E1,Physics Essentials,"For the question 'Which quantity is conserved in an isolated system (variant 6)?', the supported answer is 'Mass-energy'.",Mass-energy
Q0069,Q0069_E2,Physics Reference Notes,The key concept related to 'Which quantity is conserved in an isolated system (variant 6)?' should be checked carefully against authoritative instructional material.,Mass-energy
Q0069,Q0069_E3,Physics Misconception Watchlist,A common misconception for 'Which quantity is conserved in an isolated system (variant 6)?' is choosing 'Voltage' incorrectly.,Mass-energy
Q0070,Q0070_E1,Physics Essentials,"For the question 'Unit of electric current (variant 6)?', the supported answer is 'Ampere'.",Ampere
Q0070,Q0070_E2,Physics Reference Notes,The key concept related to 'Unit of electric current (variant 6)?' should be checked carefully against authoritative instructional material.,Ampere
Q0070,Q0070_E3,Physics Misconception Watchlist,A common misconception for 'Unit of electric current (variant 6)?' is choosing 'Volt' incorrectly.,Ampere
Q0071,Q0071_E1,Physics Essentials,"For the question 'What is the SI unit of force (variant 7)?', the supported answer is 'Newton'.",Newton
Q0071,Q0071_E2,Physics Reference Notes,The key concept related to 'What is the SI unit of force (variant 7)?' should be checked carefully against authoritative instructional material.,Newton
Q0071,Q0071_E3,Physics Misconception Watchlist,A common misconception for 'What is the SI unit of force (variant 7)?' is choosing 'Joule' incorrectly.,Newton
Q0072,Q0072_E1,Physics Essentials,"For the question 'What is the speed of light in vacuum (variant 7)?', the supported answer is '3×10^8 m/s'.",3×10^8 m/s
Q0072,Q0072_E2,Physics Reference Notes,The key concept related to 'What is the speed of light in vacuum (variant 7)?' should be checked carefully against authoritative instructional material.,3×10^8 m/s
Q0072,Q0072_E3,Physics Misconception Watchlist,A common misconception for 'What is the speed of light in vacuum (variant 7)?' is choosing '3×10^6 m/s' incorrectly.,3×10^8 m/s
Q0073,Q0073_E1,Physics Essentials,"For the question 'Ohm's law is expressed as (variant 7)?', the supported answer is 'V=IR'.",V=IR
Q0073,Q0073_E2,Physics Reference Notes,The key concept related to 'Ohm's law is expressed as (variant 7)?' should be checked carefully against authoritative instructional material.,V=IR
Q0073,Q0073_E3,Physics Misconception Watchlist,A common misconception for 'Ohm's law is expressed as (variant 7)?' is choosing 'P=IV' incorrectly.,V=IR
Q0074,Q0074_E1,Physics Essentials,"For the question 'Which quantity is conserved in an isolated system (variant 7)?', the supported answer is 'Mass-energy'.",Mass-energy
Q0074,Q0074_E2,Physics Reference Notes,The key concept related to 'Which quantity is conserved in an isolated system (variant 7)?' should be checked carefully against authoritative instructional material.,Mass-energy
Q0074,Q0074_E3,Physics Misconception Watchlist,A common misconception for 'Which quantity is conserved in an isolated system (variant 7)?' is choosing 'Voltage' incorrectly.,Mass-energy
Q0075,Q0075_E1,Physics Essentials,"For the question 'Unit of electric current (variant 7)?', the supported answer is 'Ampere'.",Ampere
Q0075,Q0075_E2,Physics Reference Notes,The key concept related to 'Unit of electric current (variant 7)?' should be checked carefully against authoritative instructional material.,Ampere
Q0075,Q0075_E3,Physics Misconception Watchlist,A common misconception for 'Unit of electric current (variant 7)?' is choosing 'Volt' incorrectly.,Ampere
Q0076,Q0076_E1,Physics Essentials,"For the question 'What is the SI unit of force (variant 8)?', the supported answer is 'Newton'.",Newton
Q0076,Q0076_E2,Physics Reference Notes,The key concept related to 'What is the SI unit of force (variant 8)?' should be checked carefully against authoritative instructional material.,Newton
Q0076,Q0076_E3,Physics Misconception Watchlist,A common misconception for 'What is the SI unit of force (variant 8)?' is choosing 'Joule' incorrectly.,Newton
Q0077,Q0077_E1,Physics Essentials,"For the question 'What is the speed of light in vacuum (variant 8)?', the supported answer is '3×10^8 m/s'.",3×10^8 m/s
Q0077,Q0077_E2,Physics Reference Notes,The key concept related to 'What is the speed of light in vacuum (variant 8)?' should be checked carefully against authoritative instructional material.,3×10^8 m/s
Q0077,Q0077_E3,Physics Misconception Watchlist,A common misconception for 'What is the speed of light in vacuum (variant 8)?' is choosing '3×10^6 m/s' incorrectly.,3×10^8 m/s
Q0078,Q0078_E1,Physics Essentials,"For the question 'Ohm's law is expressed as (variant 8)?', the supported answer is 'V=IR'.",V=IR
Q0078,Q0078_E2,Physics Reference Notes,The key concept related to 'Ohm's law is expressed as (variant 8)?' should be checked carefully against authoritative instructional material.,V=IR
Q0078,Q0078_E3,Physics Misconception Watchlist,A common misconception for 'Ohm's law is expressed as (variant 8)?' is choosing 'P=IV' incorrectly.,V=IR
Q0079,Q0079_E1,Physics Essentials,"For the question 'Which quantity is conserved in an isolated system (variant 8)?', the supported answer is 'Mass-energy'.",Mass-energy
Q0079,Q0079_E2,Physics Reference Notes,The key concept related to 'Which quantity is conserved in an isolated system (variant 8)?' should be checked carefully against authoritative instructional material.,Mass-energy
Q0079,Q0079_E3,Physics Misconception Watchlist,A common misconception for 'Which quantity is conserved in an isolated system (variant 8)?' is choosing 'Voltage' incorrectly.,Mass-energy
Q0080,Q0080_E1,Physics Essentials,"For the question 'Unit of electric current (variant 8)?', the supported answer is 'Ampere'.",Ampere
Q0080,Q0080_E2,Physics Reference Notes,The key concept related to 'Unit of electric current (variant 8)?' should be checked carefully against authoritative instructional material.,Ampere
Q0080,Q0080_E3,Physics Misconception Watchlist,A common misconception for 'Unit of electric current (variant 8)?' is choosing 'Volt' incorrectly.,Ampere
Q0081,Q0081_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen?', the supported answer is '8'.",8
Q0081,Q0081_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen?' should be checked carefully against authoritative instructional material.,8
Q0081,Q0081_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen?' is choosing '6' incorrectly.,8
Q0082,Q0082_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates?', the supported answer is 'Acid'.",Acid
Q0082,Q0082_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates?' should be checked carefully against authoritative instructional material.,Acid
Q0082,Q0082_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates?' is choosing 'Base' incorrectly.,Acid
Q0083,Q0083_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium?', the supported answer is 'Na'.",Na
Q0083,Q0083_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium?' should be checked carefully against authoritative instructional material.,Na
Q0083,Q0083_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium?' is choosing 'So' incorrectly.,Na
Q0084,Q0084_E1,Chemistry Essentials,"For the question 'Water is composed of which elements?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0084,Q0084_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0084,Q0084_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0085,Q0085_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0085,Q0085_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0085,Q0085_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0086,Q0086_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 2)?', the supported answer is '8'.",8
Q0086,Q0086_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 2)?' should be checked carefully against authoritative instructional material.,8
Q0086,Q0086_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 2)?' is choosing '6' incorrectly.,8
Q0087,Q0087_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 2)?', the supported answer is 'Acid'.",Acid
Q0087,Q0087_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 2)?' should be checked carefully against authoritative instructional material.,Acid
Q0087,Q0087_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 2)?' is choosing 'Base' incorrectly.,Acid
Q0088,Q0088_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 2)?', the supported answer is 'Na'.",Na
Q0088,Q0088_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 2)?' should be checked carefully against authoritative instructional material.,Na
Q0088,Q0088_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 2)?' is choosing 'So' incorrectly.,Na
Q0089,Q0089_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 2)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0089,Q0089_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 2)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0089,Q0089_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 2)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0090,Q0090_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 2)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0090,Q0090_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 2)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0090,Q0090_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 2)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0091,Q0091_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 3)?', the supported answer is '8'.",8
Q0091,Q0091_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 3)?' should be checked carefully against authoritative instructional material.,8
Q0091,Q0091_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 3)?' is choosing '6' incorrectly.,8
Q0092,Q0092_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 3)?', the supported answer is 'Acid'.",Acid
Q0092,Q0092_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 3)?' should be checked carefully against authoritative instructional material.,Acid
Q0092,Q0092_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 3)?' is choosing 'Base' incorrectly.,Acid
Q0093,Q0093_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 3)?', the supported answer is 'Na'.",Na
Q0093,Q0093_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 3)?' should be checked carefully against authoritative instructional material.,Na
Q0093,Q0093_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 3)?' is choosing 'So' incorrectly.,Na
Q0094,Q0094_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 3)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0094,Q0094_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 3)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0094,Q0094_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 3)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0095,Q0095_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 3)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0095,Q0095_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 3)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0095,Q0095_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 3)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0096,Q0096_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 4)?', the supported answer is '8'.",8
Q0096,Q0096_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 4)?' should be checked carefully against authoritative instructional material.,8
Q0096,Q0096_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 4)?' is choosing '6' incorrectly.,8
Q0097,Q0097_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 4)?', the supported answer is 'Acid'.",Acid
Q0097,Q0097_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 4)?' should be checked carefully against authoritative instructional material.,Acid
Q0097,Q0097_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 4)?' is choosing 'Base' incorrectly.,Acid
Q0098,Q0098_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 4)?', the supported answer is 'Na'.",Na
Q0098,Q0098_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 4)?' should be checked carefully against authoritative instructional material.,Na
Q0098,Q0098_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 4)?' is choosing 'So' incorrectly.,Na
Q0099,Q0099_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 4)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0099,Q0099_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 4)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0099,Q0099_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 4)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0100,Q0100_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 4)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0100,Q0100_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 4)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0100,Q0100_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 4)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0101,Q0101_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 5)?', the supported answer is '8'.",8
Q0101,Q0101_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 5)?' should be checked carefully against authoritative instructional material.,8
Q0101,Q0101_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 5)?' is choosing '6' incorrectly.,8
Q0102,Q0102_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 5)?', the supported answer is 'Acid'.",Acid
Q0102,Q0102_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 5)?' should be checked carefully against authoritative instructional material.,Acid
Q0102,Q0102_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 5)?' is choosing 'Base' incorrectly.,Acid
Q0103,Q0103_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 5)?', the supported answer is 'Na'.",Na
Q0103,Q0103_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 5)?' should be checked carefully against authoritative instructional material.,Na
Q0103,Q0103_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 5)?' is choosing 'So' incorrectly.,Na
Q0104,Q0104_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 5)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0104,Q0104_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 5)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0104,Q0104_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 5)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0105,Q0105_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 5)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0105,Q0105_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 5)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0105,Q0105_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 5)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0106,Q0106_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 6)?', the supported answer is '8'.",8
Q0106,Q0106_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 6)?' should be checked carefully against authoritative instructional material.,8
Q0106,Q0106_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 6)?' is choosing '6' incorrectly.,8
Q0107,Q0107_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 6)?', the supported answer is 'Acid'.",Acid
Q0107,Q0107_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 6)?' should be checked carefully against authoritative instructional material.,Acid
Q0107,Q0107_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 6)?' is choosing 'Base' incorrectly.,Acid
Q0108,Q0108_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 6)?', the supported answer is 'Na'.",Na
Q0108,Q0108_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 6)?' should be checked carefully against authoritative instructional material.,Na
Q0108,Q0108_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 6)?' is choosing 'So' incorrectly.,Na
Q0109,Q0109_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 6)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0109,Q0109_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 6)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0109,Q0109_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 6)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0110,Q0110_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 6)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0110,Q0110_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 6)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0110,Q0110_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 6)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0111,Q0111_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 7)?', the supported answer is '8'.",8
Q0111,Q0111_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 7)?' should be checked carefully against authoritative instructional material.,8
Q0111,Q0111_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 7)?' is choosing '6' incorrectly.,8
Q0112,Q0112_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 7)?', the supported answer is 'Acid'.",Acid
Q0112,Q0112_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 7)?' should be checked carefully against authoritative instructional material.,Acid
Q0112,Q0112_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 7)?' is choosing 'Base' incorrectly.,Acid
Q0113,Q0113_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 7)?', the supported answer is 'Na'.",Na
Q0113,Q0113_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 7)?' should be checked carefully against authoritative instructional material.,Na
Q0113,Q0113_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 7)?' is choosing 'So' incorrectly.,Na
Q0114,Q0114_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 7)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0114,Q0114_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 7)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0114,Q0114_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 7)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0115,Q0115_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 7)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0115,Q0115_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 7)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0115,Q0115_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 7)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0116,Q0116_E1,Chemistry Essentials,"For the question 'Atomic number of oxygen (variant 8)?', the supported answer is '8'.",8
Q0116,Q0116_E2,Chemistry Reference Notes,The key concept related to 'Atomic number of oxygen (variant 8)?' should be checked carefully against authoritative instructional material.,8
Q0116,Q0116_E3,Chemistry Misconception Watchlist,A common misconception for 'Atomic number of oxygen (variant 8)?' is choosing '6' incorrectly.,8
Q0117,Q0117_E1,Chemistry Essentials,"For the question 'pH less than 7 indicates (variant 8)?', the supported answer is 'Acid'.",Acid
Q0117,Q0117_E2,Chemistry Reference Notes,The key concept related to 'pH less than 7 indicates (variant 8)?' should be checked carefully against authoritative instructional material.,Acid
Q0117,Q0117_E3,Chemistry Misconception Watchlist,A common misconception for 'pH less than 7 indicates (variant 8)?' is choosing 'Base' incorrectly.,Acid
Q0118,Q0118_E1,Chemistry Essentials,"For the question 'Chemical symbol for sodium (variant 8)?', the supported answer is 'Na'.",Na
Q0118,Q0118_E2,Chemistry Reference Notes,The key concept related to 'Chemical symbol for sodium (variant 8)?' should be checked carefully against authoritative instructional material.,Na
Q0118,Q0118_E3,Chemistry Misconception Watchlist,A common misconception for 'Chemical symbol for sodium (variant 8)?' is choosing 'So' incorrectly.,Na
Q0119,Q0119_E1,Chemistry Essentials,"For the question 'Water is composed of which elements (variant 8)?', the supported answer is 'Hydrogen and oxygen'.",Hydrogen and oxygen
Q0119,Q0119_E2,Chemistry Reference Notes,The key concept related to 'Water is composed of which elements (variant 8)?' should be checked carefully against authoritative instructional material.,Hydrogen and oxygen
Q0119,Q0119_E3,Chemistry Misconception Watchlist,A common misconception for 'Water is composed of which elements (variant 8)?' is choosing 'Hydrogen and nitrogen' incorrectly.,Hydrogen and oxygen
Q0120,Q0120_E1,Chemistry Essentials,"For the question 'Avogadro's number is approximately (variant 8)?', the supported answer is '6.02×10^23'.",6.02×10^23
Q0120,Q0120_E2,Chemistry Reference Notes,The key concept related to 'Avogadro's number is approximately (variant 8)?' should be checked carefully against authoritative instructional material.,6.02×10^23
Q0120,Q0120_E3,Chemistry Misconception Watchlist,A common misconception for 'Avogadro's number is approximately (variant 8)?' is choosing '3×10^8' incorrectly.,6.02×10^23
Q0121,Q0121_E1,Biology Essentials,"For the question 'DNA stands for?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0121,Q0121_E2,Biology Reference Notes,The key concept related to 'DNA stands for?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0121,Q0121_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0122,Q0122_E1,Biology Essentials,"For the question 'Basic unit of life?', the supported answer is 'Cell'.",Cell
Q0122,Q0122_E2,Biology Reference Notes,The key concept related to 'Basic unit of life?' should be checked carefully against authoritative instructional material.,Cell
Q0122,Q0122_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life?' is choosing 'Atom' incorrectly.,Cell
Q0123,Q0123_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in?', the supported answer is 'Chloroplast'.",Chloroplast
Q0123,Q0123_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0123,Q0123_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0124,Q0124_E1,Biology Essentials,"For the question 'Which molecule carries genetic information?', the supported answer is 'DNA'.",DNA
Q0124,Q0124_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information?' should be checked carefully against authoritative instructional material.,DNA
Q0124,Q0124_E3,Biology Misconception Watchlist,A common misconception for 'Which molecule carries genetic information?' is choosing 'Protein' incorrectly.,DNA
Q0125,Q0125_E1,Biology Essentials,"For the question 'Humans typically have how many chromosomes?', the supported answer is '46'.",46
Q0125,Q0125_E2,Biology Reference Notes,The key concept related to 'Humans typically have how many chromosomes?' should be checked carefully against authoritative instructional material.,46
Q0125,Q0125_E3,Biology Misconception Watchlist,A common misconception for 'Humans typically have how many chromosomes?' is choosing '23' incorrectly.,46
Q0126,Q0126_E1,Biology Essentials,"For the question 'DNA stands for (variant 2)?', the supported answer is 'Deoxyribonucleic acid'.",Deoxyribonucleic acid
Q0126,Q0126_E2,Biology Reference Notes,The key concept related to 'DNA stands for (variant 2)?' should be checked carefully against authoritative instructional material.,Deoxyribonucleic acid
Q0126,Q0126_E3,Biology Misconception Watchlist,A common misconception for 'DNA stands for (variant 2)?' is choosing 'Dynamic nucleic acid' incorrectly.,Deoxyribonucleic acid
Q0127,Q0127_E1,Biology Essentials,"For the question 'Basic unit of life (variant 2)?', the supported answer is 'Cell'.",Cell
Q0127,Q0127_E2,Biology Reference Notes,The key concept related to 'Basic unit of life (variant 2)?' should be checked carefully against authoritative instructional material.,Cell
Q0127,Q0127_E3,Biology Misconception Watchlist,A common misconception for 'Basic unit of life (variant 2)?' is choosing 'Atom' incorrectly.,Cell
Q0128,Q0128_E1,Biology Essentials,"For the question 'Photosynthesis mainly occurs in (variant 2)?', the supported answer is 'Chloroplast'.",Chloroplast
Q0128,Q0128_E2,Biology Reference Notes,The key concept related to 'Photosynthesis mainly occurs in (variant 2)?' should be checked carefully against authoritative instructional material.,Chloroplast
Q0128,Q0128_E3,Biology Misconception Watchlist,A common misconception for 'Photosynthesis mainly occurs in (variant 2)?' is choosing 'Mitochondria' incorrectly.,Chloroplast
Q0129,Q0129_E1,Biology Essentials,"For the question 'Which molecule carries genetic information (variant 2)?', the supported answer is 'DNA'.",DNA
Q0129,Q0129_E2,Biology Reference Notes,The key concept related to 'Which molecule carries genetic information (variant 2)?' should be checked carefully against authoritative instructional material.,DNA
